"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"BBL","1938.10","9604.00","18694.26","-0.71","-5.09","11.72","28.12","39.48","1976.12","1967.88","2015.10","1979.90","1986.91","1959.08","1887.64","1908.02","1832.32","1860.52","1712.21","1796.53","1773.05","1705.57","2095.52","1878.29","1986.91","44.69","63.62","-18.93","35.21","22.78","18.44","50.59","7.69","8.55","-105.46","2112.04","49.00","78.30","-86.40","","0.52","3.38","203.35","","2022-09-21"
"BBTC","964.20","94838.00","56527.86","1.12","-0.37","6.72","11.71","-16.93","967.06","958.03","940.65","945.24","928.41","938.33","925.76","933.06","930.12","932.18","933.59","938.46","974.00","981.72","985.78","871.04","928.41","11.45","6.27","5.18","27.51","24.94","11.62","57.85","25.25","25.99","58.65","930.88","28.10","34.04","-56.38","","22.46","11.67","60.70","","2022-09-21"
"BBTCL","298.00","4000.00","8500.00","0.00","-0.27","35.45","14.62","302.16","309.84","300.99","289.59","290.66","280.38","280.96","255.91","268.02","246.82","260.10","251.54","248.10","211.83","208.16","328.96","231.81","280.38","17.75","16.30","1.45","41.55","40.95","13.47","61.01","0.85","20.31","33.76","287.24","0.05","15.05","-52.81","","0.00","0.00","78.00","","2022-09-21"
"BCG","36.95","21039882.00","13591628.98","4.67","-9.44","-20.54","-17.52","48.57","37.43","37.45","39.74","39.30","41.06","40.25","41.35","41.64","43.76","43.44","46.25","48.67","70.80","54.22","46.29","35.83","41.06","-1.74","-1.24","-0.51","22.68","13.03","35.60","38.75","31.67","14.62","-164.50","43.62","3.50","2.55","-68.81","","62.07","20.69","-9.55","","2022-09-21"
"BCLIND","338.75","39670.00","54716.74","-1.27","-5.60","-4.31","-6.25","42.60","346.83","345.59","352.62","351.93","357.52","355.87","365.52","361.82","371.05","367.14","373.26","375.66","395.56","362.38","376.09","338.95","357.52","-7.37","-6.27","-1.10","17.21","12.41","21.95","36.65","6.92","13.43","-177.44","378.08","12.65","13.86","-94.54","","0.00","2.30","-15.25","","2022-09-21"
"BCONCEPTS","199.30","39561.00","25852.08","0.91","4.37","55.22","101.31","477.68","195.19","194.55","180.57","181.23","164.75","171.89","152.13","159.39","145.32","149.74","127.35","133.31","95.48","103.86","215.73","113.77","164.75","17.02","13.91","3.10","39.48","37.04","8.62","77.59","66.46","70.81","90.94","186.53","15.25","10.55","-11.62","","71.13","57.06","70.90","","2022-09-21"
"BCP","5.25","425676.00","521442.92","0.00","-5.41","5.00","36.36","38.16","5.36","5.35","5.62","5.48","5.64","5.46","5.34","5.31","4.96","5.16","4.69","4.99","5.14","4.89","6.16","5.12","5.64","0.08","0.19","-0.11","19.51","16.49","18.71","46.42","13.29","11.04","-110.67","6.04","0.35","0.39","-92.59","","0.00","0.00","0.25","","2022-09-21"
"BDL","921.05","1337989.00","1544568.18","-2.02","6.48","15.38","13.78","129.40","916.67","913.37","864.36","879.53","848.36","862.95","845.23","840.06","807.75","819.82","781.88","776.04","636.10","670.89","935.91","760.80","848.36","30.43","20.74","9.68","24.89","28.75","12.19","68.02","56.40","64.96","100.28","843.31","43.80","37.28","-33.93","","38.90","79.63","122.75","","2022-09-21"
"BEARDSELL","23.75","111801.00","184249.92","3.94","-1.04","16.71","46.15","76.58","22.69","23.18","24.51","23.54","23.88","23.33","22.89","22.46","20.97","21.47","18.52","19.84","17.10","17.61","28.36","19.40","23.88","0.55","1.00","-0.45","24.01","30.62","24.93","53.47","67.70","38.02","-50.60","27.68","1.10","1.58","-70.00","","100.00","50.85","3.40","","2022-09-21"
"BECTORFOOD","357.45","73456.00","220152.94","-3.18","-4.43","1.61","38.87","-12.26","366.98","366.26","372.54","367.22","365.33","363.77","356.68","354.38","341.34","344.80","314.02","332.72","328.92","336.15","387.92","342.75","365.33","7.67","10.45","-2.78","39.51","22.81","16.83","48.72","18.96","39.20","-106.95","390.70","17.45","14.55","-72.60","","0.00","14.94","5.65","","2022-09-21"
"BEDMUTHA","68.90","5893.00","16559.92","1.03","-0.29","-0.79","-6.58","84.72","68.64","68.79","69.22","69.19","69.54","69.51","70.38","70.04","70.16","70.68","72.54","71.69","74.06","68.36","71.18","67.90","69.54","-0.60","-0.54","-0.07","17.10","12.22","17.51","46.62","62.85","61.44","-55.47","70.80","1.75","3.18","-49.32","","76.52","62.69","-0.55","","2022-09-21"
"BEL","108.45","16931740.00","26682668.82","-1.59","-3.14","12.54","38.63","58.48","110.25","109.92","110.34","109.07","107.65","107.15","102.67","103.11","97.32","99.20","89.01","92.55","79.32","81.98","116.29","99.00","107.65","3.92","4.58","-0.66","49.51","22.42","14.06","61.19","13.36","23.69","-84.89","114.41","2.90","2.99","-79.28","","0.00","0.00","12.08","","2022-09-21"
"BEL-1M","108.85","25536000.00","43547088.00","-1.40","-3.36","12.93","38.66","58.83","110.52","110.25","110.71","109.41","108.00","107.48","102.94","103.40","97.53","99.46","89.19","92.76","79.44","82.13","116.71","99.30","108.00","3.95","4.63","-0.68","46.20","21.79","15.44","61.72","17.11","30.78","-88.61","113.79","2.80","2.87","-73.92","","0.00","0.00","12.47","","2022-09-21"
"BEML","1564.55","37539.00","271665.68","1.30","3.44","-14.59","33.10","10.42","1539.56","1551.11","1611.22","1600.48","1690.40","1621.48","1673.73","1609.25","1555.38","1579.72","1444.51","1544.11","1593.01","1515.58","1983.40","1397.40","1690.40","-26.26","5.16","-31.42","32.56","24.70","26.84","44.49","75.15","63.60","-37.50","1727.26","63.80","74.79","-78.60","","100.00","85.43","-267.25","","2022-09-21"
"BEPL","125.50","278860.00","407542.06","-0.04","-3.42","12.81","22.74","-31.20","125.82","126.37","129.83","127.37","128.57","126.23","121.84","123.34","118.02","121.21","114.69","120.78","130.30","128.94","136.63","120.51","128.57","2.51","3.87","-1.37","25.92","25.01","22.84","51.52","43.46","35.02","-109.23","132.99","2.55","4.70","-71.15","","24.10","16.82","14.25","","2022-09-21"
"BERGEPAINT","623.00","831391.00","1039418.18","-1.72","-5.30","-6.81","11.10","-23.91","636.47","635.51","652.05","647.95","656.55","651.44","664.56","649.64","641.46","645.55","619.55","645.40","675.82","669.80","683.65","629.45","656.55","-4.47","1.65","-6.12","20.47","12.63","29.72","32.85","7.99","15.00","-156.66","660.75","20.60","15.96","-98.22","","0.00","4.21","-45.50","","2022-09-21"
"BERGEPAINT-1M","624.05","1131900.00","1916178.00","-1.81","-5.60","-6.78","11.21","-24.07","638.26","637.24","654.75","650.08","659.00","653.49","665.87","651.39","642.63","647.08","620.50","646.71","677.06","671.07","686.98","631.03","659.00","-4.25","2.14","-6.39","19.41","15.27","34.33","32.69","8.58","15.75","-156.21","665.07","19.10","14.92","-97.99","","0.00","3.45","-45.40","","2022-09-21"
"BESTAGRO","1260.90","450621.00","154901.72","0.69","0.86","38.73","47.16","66.55","1243.54","1248.01","1249.77","1220.45","1177.10","1183.11","1081.64","1122.50","1042.01","1076.55","960.53","1020.05","980.96","933.19","1453.64","900.56","1177.10","71.25","75.29","-4.04","44.30","31.77","11.07","63.25","57.37","38.32","57.54","1150.13","66.50","68.15","-54.62","","54.47","33.16","352.00","","2022-09-21"
"BETA","797.05","7800.00","3796.00","-0.22","2.32","2.32","2.18","95.48","795.03","794.75","792.04","794.10","795.04","793.83","798.10","789.90","782.32","783.68","782.19","763.48","689.84","680.63","810.49","779.59","795.04","1.54","2.46","-0.92","11.78","21.12","25.57","52.08","54.95","57.39","75.32","752.09","39.50","28.95","-57.54","","77.93","81.46","18.05","","2022-09-21"
"BFINVEST","310.20","30339.00","52663.54","-1.26","-1.65","7.78","25.69","-16.22","313.38","312.05","312.45","309.38","304.81","305.55","297.29","298.37","286.75","292.74","276.07","288.12","294.31","294.19","326.53","283.09","304.81","7.62","8.31","-0.69","38.59","26.85","12.51","56.78","16.25","24.86","-6.33","292.84","10.10","13.50","-54.55","","0.00","9.99","22.40","","2022-09-21"
"BFUTILITIE","451.35","869331.00","735951.86","-2.20","0.64","17.85","57.13","1.07","449.03","450.32","447.32","440.55","429.94","429.63","404.17","409.50","378.30","393.00","348.92","373.58","360.55","363.97","479.49","380.38","429.94","21.58","22.85","-1.27","51.47","29.22","9.73","63.70","43.64","46.53","84.08","427.28","22.75","23.79","-45.02","","19.04","53.99","68.35","","2022-09-21"
"BGRENERGY","80.75","187786.00","381530.68","-0.31","-3.18","2.47","26.77","33.47","81.82","81.56","82.68","81.87","82.23","81.41","80.09","80.03","78.78","78.72","73.86","77.31","78.82","74.76","85.45","79.01","82.23","1.06","1.56","-0.50","23.56","19.56","13.02","50.04","6.05","12.89","-152.81","78.86","2.40","3.89","-90.12","","0.00","0.00","1.95","","2022-09-21"
"BHAGERIA","191.40","25185.00","26610.04","-1.54","-3.79","15.75","8.23","-25.71","194.07","193.59","192.88","191.06","185.72","187.87","178.37","184.38","179.50","183.98","182.95","189.49","215.30","204.24","208.57","162.87","185.72","5.65","5.29","0.36","34.14","23.87","15.18","57.94","22.45","17.64","10.67","207.22","13.05","7.64","-48.69","","0.00","7.24","26.05","","2022-09-21"
"BHAGYANGR","51.70","64207.00","80330.62","0.29","-2.08","21.65","34.64","5.51","51.68","51.60","49.41","49.71","47.49","48.35","45.51","46.56","44.39","45.40","42.22","44.44","45.20","44.37","54.80","40.18","47.49","2.48","2.04","0.44","39.31","27.40","6.29","63.91","31.06","42.83","58.02","50.39","2.35","3.22","-35.94","","4.32","19.44","9.20","","2022-09-21"
"BHAGYAPROP","41.90","7657.00","27522.12","0.36","-0.24","0.48","8.83","39.67","41.78","41.82","41.87","41.84","41.85","41.81","41.82","41.62","41.45","41.28","40.43","40.29","37.23","37.62","42.26","41.45","41.85","0.10","0.15","-0.06","22.49","16.86","12.57","52.79","63.51","45.46","-82.85","40.48","1.30","1.22","-73.13","","100.00","43.55","0.20","","2022-09-21"
"BHANDARI","5.70","320384.00","359575.42","-1.72","-5.79","-3.39","3.64","72.73","5.81","5.81","5.99","5.92","5.99","5.95","6.00","5.97","5.97","6.00","6.07","6.14","7.19","6.11","6.27","5.71","5.99","-0.05","0.00","-0.04","22.09","15.49","17.94","38.93","13.29","18.27","-132.21","6.45","0.30","0.27","-94.12","","0.00","11.14","-0.20","","2022-09-21"
"BHARATFORG","766.90","1478319.00","1742331.46","-0.33","-1.48","6.35","20.94","0.70","760.68","763.70","770.53","763.82","759.60","759.45","750.84","747.79","729.90","735.90","700.12","719.43","702.37","706.24","801.48","717.71","759.60","9.65","12.86","-3.21","19.13","29.21","23.68","54.04","57.61","36.42","2.59","794.71","21.55","22.59","-51.08","","51.97","36.20","45.80","","2022-09-21"
"BHARATFORG-1M","764.20","3243000.00","3271140.00","-0.66","-2.10","6.10","21.55","0.03","761.35","763.52","770.28","764.02","759.72","759.62","751.47","747.68","729.47","735.45","698.28","718.71","702.25","705.90","799.82","719.62","759.72","9.77","13.13","-3.36","19.25","28.46","29.27","53.27","64.96","53.24","5.43","793.77","21.30","23.16","-39.79","","42.06","31.05","43.95","","2022-09-21"
"BHARATGEAR","235.35","111170.00","206730.74","-3.01","-6.35","34.49","86.49","69.93","238.44","234.83","217.77","220.71","205.97","209.74","184.52","193.92","171.58","182.46","155.62","168.47","154.23","153.84","256.01","155.93","205.97","20.37","17.97","2.40","55.44","32.00","10.27","65.89","41.09","52.92","65.61","223.00","10.90","14.54","-34.94","","3.35","8.84","60.35","","2022-09-21"
"BHARATRAS","11658.20","1209.00","1705.16","0.11","-2.62","-1.55","14.88","-6.65","11758.85","11753.97","12040.50","11934.03","12094.60","11995.95","12072.76","12017.81","12136.24","12005.39","11725.45","11997.35","12018.29","11917.30","12664.35","11524.86","12094.60","-95.38","-17.45","-77.93","15.90","11.45","23.41","38.66","33.77","20.16","-122.03","12684.52","466.20","376.83","-79.93","","6.31","2.10","-183.30","","2022-09-21"
"BHARATWIRE","112.25","345515.00","398962.64","-2.98","-8.81","3.98","100.45","61.98","116.80","116.73","121.98","117.49","116.23","114.35","106.42","106.50","93.00","99.15","79.23","88.61","73.72","76.70","136.22","96.25","116.23","6.81","9.30","-2.49","37.17","20.36","18.87","51.74","20.59","32.64","-59.59","135.31","8.10","8.50","-64.33","","0.00","13.42","4.30","","2022-09-21"
"BHARTIARTL","780.20","9966193.00","10313166.82","-1.51","-0.40","7.23","21.21","7.15","783.97","782.69","772.84","771.74","758.74","761.47","739.69","744.92","717.01","732.65","700.67","718.65","706.89","698.33","804.13","713.35","758.74","19.62","18.97","0.64","16.26","26.06","22.11","64.47","42.80","58.96","72.28","720.00","18.00","17.41","-15.16","","0.00","40.40","52.60","","2022-09-21"
"BHARTIARTL-1M","776.00","7947700.00","11776751.00","-1.40","-0.49","7.10","20.21","6.45","779.12","778.20","769.36","768.11","755.87","758.46","738.17","742.80","716.38","731.17","700.49","717.96","707.40","698.46","798.99","712.75","755.87","18.46","17.97","0.49","39.95","30.94","13.32","63.54","44.16","55.77","73.54","742.71","17.80","14.48","-25.19","","0.00","30.56","51.45","","2022-09-21"
"BHEL","59.10","13977349.00","25196628.08","-1.66","-6.34","13.00","31.77","4.51","59.90","60.05","61.57","60.39","60.32","59.67","57.41","57.96","55.50","56.44","52.27","54.67","54.05","54.01","65.40","55.24","60.32","1.53","2.15","-0.61","39.00","23.45","19.10","51.22","10.15","11.39","-93.27","64.73","1.65","1.96","-94.49","","0.00","5.79","6.80","","2022-09-21"
"BHEL-1M","59.25","19362000.00","34302240.00","-1.66","-5.95","13.61","31.67","4.59","60.12","60.20","61.60","60.47","60.34","59.73","57.46","58.01","55.57","56.50","52.35","54.74","54.17","54.11","65.30","55.38","60.34","1.56","2.14","-0.58","40.59","23.59","19.04","51.60","10.47","12.68","-91.85","64.69","1.70","2.00","-93.55","","0.00","5.88","7.10","","2022-09-21"
"BIGBLOC","137.80","358907.00","64083.90","-5.00","2.91","19.62","36.50","519.33","136.07","136.57","127.20","129.40","122.24","125.79","119.98","121.47","116.32","118.35","112.20","112.40","95.32","94.80","142.31","102.17","122.24","6.44","4.24","2.20","36.06","43.90","8.83","63.60","61.65","84.44","130.73","120.60","14.50","6.64","-36.43","","21.83","68.85","22.60","","2022-09-21"
"BIL","203.05","6751.00","6648.38","-0.81","2.84","1.52","27.34","-3.42","204.39","203.44","201.14","201.86","199.69","201.21","200.98","199.91","201.25","199.15","186.27","202.82","236.19","213.74","206.54","192.85","199.69","1.32","0.82","0.50","14.70","21.43","14.15","52.67","41.69","52.33","98.36","195.00","10.30","10.04","-50.29","","26.04","54.80","3.05","","2022-09-21"
"BINDALAGRO","27.65","209001.00","373778.78","-2.47","-9.20","6.96","25.97","16.18","28.51","28.51","29.28","28.70","28.22","28.36","27.28","27.71","27.10","27.16","25.59","26.37","25.67","25.27","32.08","24.37","28.22","0.67","0.89","-0.22","30.83","22.42","19.34","47.77","1.38","1.84","-71.55","32.62","1.35","1.45","-95.90","","0.00","1.31","1.80","","2022-09-21"
"BIOCON","289.35","1423489.00","1911343.38","-3.08","-5.21","-5.29","-7.88","-23.33","293.72","294.15","297.73","297.80","300.06","300.19","305.07","304.33","311.06","308.44","316.73","317.08","341.26","335.48","312.14","287.98","300.06","-4.63","-4.19","-0.44","21.14","18.72","25.51","38.07","23.39","26.64","-90.91","305.50","9.55","7.33","-84.71","","32.47","35.77","-16.15","","2022-09-21"
"BIOCON-1M","290.05","3608700.00","4327818.00","-3.24","-5.20","-4.96","-7.70","-23.15","294.30","294.89","298.77","298.67","301.07","301.10","306.09","305.23","311.96","309.29","317.32","317.85","342.00","336.22","313.46","288.69","301.07","-4.68","-4.18","-0.51","19.52","18.19","25.35","38.73","25.22","27.07","-88.28","306.43","10.40","7.80","-83.11","","35.67","38.82","-15.15","","2022-09-21"
"BIOFILCHEM","51.10","8767.00","23453.60","-1.16","-2.67","-2.67","13.68","-19.08","51.70","51.66","52.30","52.04","52.28","52.18","52.38","52.42","52.88","52.83","53.35","54.38","60.66","60.27","53.43","51.14","52.28","-0.26","-0.15","-0.11","11.45","16.11","14.15","41.83","5.94","11.04","-148.00","55.33","1.15","1.92","-97.44","","0.00","6.67","-1.40","","2022-09-21"
"BIRLACABLE","133.95","119325.00","203494.62","-3.29","-9.68","14.24","29.23","58.80","140.57","139.38","144.72","139.71","136.21","137.45","131.11","133.73","129.72","131.15","123.65","128.20","123.40","120.37","160.78","111.64","136.21","4.32","5.20","-0.88","29.52","23.78","20.17","48.37","3.08","9.87","-86.45","130.28","6.40","7.57","-62.17","","0.00","1.39","16.70","","2022-09-21"
"BIRLACORPN","1075.50","209705.00","151071.90","-3.96","-2.10","11.91","27.72","-17.50","1086.88","1085.81","1077.85","1069.69","1041.33","1052.14","1013.36","1025.67","992.27","1008.84","956.56","1008.00","1111.70","1060.15","1156.87","925.78","1041.33","32.98","31.96","1.03","23.93","21.97","16.79","55.90","48.53","40.86","30.46","1139.13","50.25","46.29","-38.09","","15.32","27.06","114.50","","2022-09-21"
"BIRLAMONEY","58.75","28899.00","68865.02","-1.51","-2.57","2.44","14.63","-5.77","60.15","59.80","61.03","60.24","60.29","60.00","59.27","59.35","58.22","58.91","57.42","58.92","61.49","59.51","63.05","57.52","60.29","0.54","0.91","-0.37","31.30","24.42","17.76","45.59","1.93","9.06","-124.98","64.22","1.85","2.02","-98.36","","0.00","1.27","1.40","","2022-09-21"
"BKMINDST","1.40","27718.00","76632.50","0.00","7.69","-6.67","-28.21","0.00","1.37","1.37","1.32","1.35","1.34","1.37","1.43","1.45","1.56","1.53","1.76","1.71","2.22","1.85","1.47","1.20","1.34","-0.05","-0.08","0.03","30.24","17.51","13.52","48.76","78.34","87.78","152.80","1.26","0.10","0.08","-25.00","","100.00","100.00","-0.10","","2022-09-21"
"BLBLIMITED","20.80","19282.00","37406.36","-1.65","-6.09","4.26","32.48","116.67","21.13","21.27","22.37","21.64","21.84","21.47","20.93","20.91","19.56","20.54","19.35","20.34","21.21","19.25","24.25","19.44","21.84","0.42","0.77","-0.34","17.60","22.38","20.87","47.53","13.50","19.95","-94.20","24.65","1.05","1.28","-96.74","","0.00","8.85","0.85","","2022-09-21"
"BLISSGVS","82.10","126555.00","168808.70","-0.12","-3.58","8.96","11.02","-27.38","81.89","82.21","83.72","82.46","81.97","81.89","80.02","80.79","79.41","79.97","77.90","79.65","83.04","86.03","88.96","74.98","81.97","1.14","1.54","-0.40","27.07","26.05","23.05","52.14","46.54","33.24","-41.30","90.06","2.95","3.27","-69.70","","42.06","27.53","6.75","","2022-09-21"
"BLKASHYAP","24.80","90587.00","235306.30","-0.60","-0.20","1.64","31.56","3.33","24.97","24.94","25.19","25.06","25.27","25.08","25.27","24.89","24.98","24.59","23.15","24.23","24.92","23.92","26.44","24.10","25.27","0.02","0.13","-0.10","22.53","19.48","12.68","47.89","33.70","49.76","-58.92","27.05","0.35","1.08","-78.26","","13.21","52.99","0.40","","2022-09-21"
